"PERMNO","date","PRC","VOL","RET","SHROUT","RETX","vwretd","GVKEY","datadate","fyearq","fqtr","fyr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","acchgq","acomincq","acoq","actq","altoq","ancq","anoq","aociderglq","aociotherq","aocipenq","aocisecglq","aol2q","aoq","apq","aqaq","aqdq","aqepsq","aqpl1q","aqpq","arcedq","arceepsq","arceq","atq","aul3q","billexceq","capr1q","capr2q","capr3q","capsftq","capsq","ceiexbillq","ceqq","cheq","chq","cibegniq","cicurrq","ciderglq","cimiiq","ciotherq","cipenq","ciq","cisecglq","citotalq","cogsq","csh12q","cshfd12","cshfdq","cshiq","cshopq","cshoq","cshprq","cstkcvq","cstkeq","cstkq","dcomq","dd1q","deracq","deraltq","derhedglq","derlcq","derlltq","diladq","dilavq","dlcq","dlttq","doq","dpacreq","dpactq","dpq","dpretq","drcq","drltq","dteaq","dtedq","dteepsq","dtepq","dvintfq","dvpq","epsf12","epsfi12","epsfiq","epsfxq","epspi12","epspiq","epspxq","epsx12","esopctq","esopnrq","esoprq","esoptq","esubq","fcaq","ffoq","finacoq","finaoq","finchq","findlcq","findltq","finivstq","finlcoq","finltoq","finnpq","finreccq","finrecltq","finrevq","finxintq","finxoprq","gdwlamq","gdwlia12","gdwliaq","gdwlid12","gdwlidq","gdwlieps12","gdwliepsq","gdwlipq","gdwlq","glaq","glcea12","glceaq","glced12","glcedq","glceeps12","glceepsq","glcepq","gldq","glepsq","glivq","glpq","hedgeglq","ibadj12","ibadjq","ibcomq","ibmiiq","ibq","icaptq","intaccq","intanoq","intanq","invfgq","invoq","invrmq","invtq","invwipq","ivaeqq","ivaoq","ivltq","ivstq","lcoq","lctq","lltq","lnoq","lol2q","loq","loxdrq","lqpl1q","lseq","ltmibq","ltq","lul3q","mibnq","mibq","mibtq","miiq","msaq","ncoq","niitq","nimq","niq","nopiq","npatq","npq","nrtxtdq","nrtxtepsq","nrtxtq","obkq","oepf12","oeps12","oepsxq","oiadpq","oibdpq","opepsq","optdrq","optfvgrq","optlifeq","optrfrq","optvolq","piq","pllq","pnc12","pncd12","pncdq","pnceps12","pncepsq","pnciapq","pnciaq","pncidpq","pncidq","pnciepspq","pnciepsq","pncippq","pncipq","pncpd12","pncpdq","pncpeps12","pncpepsq","pncpq","pncq","pncwiapq","pncwiaq","pncwidpq","pncwidq","pncwiepq","pncwiepsq","pncwippq","pncwipq","pnrshoq","ppegtq","ppentq","prcaq","prcd12","prcdq","prce12","prceps12","prcepsq","prcpd12","prcpdq","prcpeps12","prcpepsq","prcpq","prcraq","prshoq","pstknq","pstkq","pstkrq","rcaq","rcdq","rcepsq","rcpq","rdipaq","rdipdq","rdipepsq","rdipq","recdq","rectaq","rectoq","rectq","rectrq","recubq","req","retq","reunaq","revtq","rllq","rra12","rraq","rrd12","rrdq","rreps12","rrepsq","rrpq","rstcheltq","rstcheq","saleq","seqoq","seqq","seta12","setaq","setd12","setdq","seteps12","setepsq","setpq","spce12","spced12","spcedpq","spcedq","spceeps12","spceepsp12","spceepspq","spceepsq","spcep12","spcepd12","spcepq","spceq","spidq","spiepsq","spioaq","spiopq","spiq","sretq","stkcoq","stkcpaq","teqq","tfvaq","tfvceq","tfvlq","tieq","tiiq","tstknq","tstkq","txdbaq","txdbcaq","txdbclq","txdbq","txdiq","txditcq","txpq","txtq","txwq","uacoq","uaoq","uaptq","ucapsq","ucconsq","uceqq","uddq","udmbq","udoltq","udpcoq","udvpq","ugiq","uinvq","ulcoq","uniamiq","unopincq","uopiq","updvpq","upmcstkq","upmpfq","upmpfsq","upmsubpq","upstkcq","upstkq","urectq","uspiq","usubdvpq","usubpcvq","utemq","wcapq","wdaq","wddq","wdepsq","wdpq","xaccq","xidoq","xintq","xiq","xoprq","xopt12","xoptd12","xoptd12p","xoptdq","xoptdqp","xopteps12","xoptepsp12","xoptepsq","xoptepsqp","xoptq","xoptqp","xrdq","xsgaq","costat","MARKETCAP"
14593,20130731,452.53,2431461,0.141225,908497,0.141225,0.05269,"001690",20130331,2013,2,9,"INDL","C","D","STD","USD","2013Q1","2013Q2",0,964,9619,63337,5294,131406,0,517,0,0,0,133972,116380,14912,NA,NA,NA,5952,NA,NA,NA,NA,194743,0,NA,NA,NA,NA,NA,0,NA,135490,39137,12053,9547,-51,499,0,0,0,9899,-96,9899,25562,938.3713,947.1243,946.035,940.094,NA,940.094,939.629,19.098,0,17954,0,0,1102,NA,-60,333,NA,0,9547,0,0,0,NA,9168,1692,NA,7265,2877,NA,NA,NA,NA,NA,0,41.89,41.89,10.09,10.09,42.27,10.16,10.16,42.27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,NA,118.95,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,39672,9547,9547,9547,9547,135490,NA,4136,5536,NA,NA,NA,1245,NA,NA,NA,105550,27084,18986,35508,23745,0,333,7264,4387,0,194743,59253,59253,0,0,0,0,0,516,NA,NA,NA,9547,347,NA,0,NA,NA,NA,NA,41.89,42.27,10.09,12558,14250,10.16,NA,NA,NA,NA,NA,12905,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,24194,15026,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99,-69,6252,13336,7084,NA,117536,NA,116572,43603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43603,0,135490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,575,380,135490,139924,0,333,NA,NA,0,0,NA,3242,NA,16481,NA,16481,1610,3358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27829,NA,NA,NA,NA,10277,0,0,0,29353,0,0,0,0,0,0,0,0,0,0,0,1119,3791,"A",416142010.04
14593,20130830,487.216,2997612,0.083389,908497,0.076649,-0.025761,"001690",20130331,2013,2,9,"INDL","C","D","STD","USD","2013Q1","2013Q2",0,964,9619,63337,5294,131406,0,517,0,0,0,133972,116380,14912,NA,NA,NA,5952,NA,NA,NA,NA,194743,0,NA,NA,NA,NA,NA,0,NA,135490,39137,12053,9547,-51,499,0,0,0,9899,-96,9899,25562,938.3713,947.1243,946.035,940.094,NA,940.094,939.629,19.098,0,17954,0,0,1102,NA,-60,333,NA,0,9547,0,0,0,NA,9168,1692,NA,7265,2877,NA,NA,NA,NA,NA,0,41.89,41.89,10.09,10.09,42.27,10.16,10.16,42.27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,NA,118.95,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,39672,9547,9547,9547,9547,135490,NA,4136,5536,NA,NA,NA,1245,NA,NA,NA,105550,27084,18986,35508,23745,0,333,7264,4387,0,194743,59253,59253,0,0,0,0,0,516,NA,NA,NA,9547,347,NA,0,NA,NA,NA,NA,41.89,42.27,10.09,12558,14250,10.16,NA,NA,NA,NA,NA,12905,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,24194,15026,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99,-69,6252,13336,7084,NA,117536,NA,116572,43603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43603,0,135490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,575,380,135490,139924,0,333,NA,NA,0,0,NA,3242,NA,16481,NA,16481,1610,3358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27829,NA,NA,NA,NA,10277,0,0,0,29353,0,0,0,0,0,0,0,0,0,0,0,1119,3791,"A",416142010.04
14593,20130930,476.75,3214144,-0.021481,899213,-0.021481,0.037514,"001690",20130331,2013,2,9,"INDL","C","D","STD","USD","2013Q1","2013Q2",0,964,9619,63337,5294,131406,0,517,0,0,0,133972,116380,14912,NA,NA,NA,5952,NA,NA,NA,NA,194743,0,NA,NA,NA,NA,NA,0,NA,135490,39137,12053,9547,-51,499,0,0,0,9899,-96,9899,25562,938.3713,947.1243,946.035,940.094,NA,940.094,939.629,19.098,0,17954,0,0,1102,NA,-60,333,NA,0,9547,0,0,0,NA,9168,1692,NA,7265,2877,NA,NA,NA,NA,NA,0,41.89,41.89,10.09,10.09,42.27,10.16,10.16,42.27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,NA,118.95,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,39672,9547,9547,9547,9547,135490,NA,4136,5536,NA,NA,NA,1245,NA,NA,NA,105550,27084,18986,35508,23745,0,333,7264,4387,0,194743,59253,59253,0,0,0,0,0,516,NA,NA,NA,9547,347,NA,0,NA,NA,NA,NA,41.89,42.27,10.09,12558,14250,10.16,NA,NA,NA,NA,NA,12905,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,24194,15026,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99,-69,6252,13336,7084,NA,117536,NA,116572,43603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43603,0,135490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,575,380,135490,139924,0,333,NA,NA,0,0,NA,3242,NA,16481,NA,16481,1610,3358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27829,NA,NA,NA,NA,10277,0,0,0,29353,0,0,0,0,0,0,0,0,0,0,0,1119,3791,"A",416142010.04
14593,20131031,522.70203,2948696,0.096386,899738,0.096386,0.039908,"001690",20130630,2013,3,9,"INDL","C","D","STD","USD","2013Q2","2013Q3",0,-234,10463,68219,5421,131637,0,348,0,0,0,135448,115310,15516,NA,NA,NA,5655,NA,NA,NA,NA,199856,0,NA,NA,NA,NA,NA,0,NA,123354,42606,11248,6900,-100,-169,0,0,0,5702,-929,5702,20605,933.8768,941.4255,924.265,908.442,33.956,908.442,918.618,20.94,0,19024,0,0,679,NA,-65,284,NA,0,6900,0,16958,0,NA,10562,1694,NA,7333,2672,NA,NA,NA,NA,NA,0,40.11,40.11,7.47,7.47,40.43,7.51,7.51,40.43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,NA,118.95,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,37748,6900,6900,6900,6900,140312,NA,4353,5875,NA,NA,NA,1697,NA,NA,NA,104014,31358,19513,36319,40183,0,284,7155,4483,0,199856,76502,76502,0,0,0,0,0,-413,NA,NA,NA,6900,287,NA,0,NA,NA,NA,NA,40.11,40.43,7.47,9201,10895,7.51,NA,294.84,NA,NA,NA,9435,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,26889,16327,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,104,-169,4614,13453,8839,NA,104330,NA,104564,35323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35323,0,123354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,578,381,123354,141103,0,284,NA,NA,0,0,NA,3193,NA,16070,NA,16070,1290,2535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31900,NA,NA,NA,NA,10925,0,53,0,24428,0,0,0,0,0,0,0,0,0,0,0,1178,3823,"A",360224506.26
14593,20131129,556.07001,1952387,0.069673,899738,0.063837,0.024973,"001690",20130630,2013,3,9,"INDL","C","D","STD","USD","2013Q2","2013Q3",0,-234,10463,68219,5421,131637,0,348,0,0,0,135448,115310,15516,NA,NA,NA,5655,NA,NA,NA,NA,199856,0,NA,NA,NA,NA,NA,0,NA,123354,42606,11248,6900,-100,-169,0,0,0,5702,-929,5702,20605,933.8768,941.4255,924.265,908.442,33.956,908.442,918.618,20.94,0,19024,0,0,679,NA,-65,284,NA,0,6900,0,16958,0,NA,10562,1694,NA,7333,2672,NA,NA,NA,NA,NA,0,40.11,40.11,7.47,7.47,40.43,7.51,7.51,40.43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,NA,118.95,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,37748,6900,6900,6900,6900,140312,NA,4353,5875,NA,NA,NA,1697,NA,NA,NA,104014,31358,19513,36319,40183,0,284,7155,4483,0,199856,76502,76502,0,0,0,0,0,-413,NA,NA,NA,6900,287,NA,0,NA,NA,NA,NA,40.11,40.43,7.47,9201,10895,7.51,NA,294.84,NA,NA,NA,9435,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,26889,16327,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,104,-169,4614,13453,8839,NA,104330,NA,104564,35323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35323,0,123354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,578,381,123354,141103,0,284,NA,NA,0,0,NA,3193,NA,16070,NA,16070,1290,2535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31900,NA,NA,NA,NA,10925,0,53,0,24428,0,0,0,0,0,0,0,0,0,0,0,1178,3823,"A",360224506.26
14593,20131231,561.02002,2547642,0.008902,892447,0.008902,0.02616,"001690",20130630,2013,3,9,"INDL","C","D","STD","USD","2013Q2","2013Q3",0,-234,10463,68219,5421,131637,0,348,0,0,0,135448,115310,15516,NA,NA,NA,5655,NA,NA,NA,NA,199856,0,NA,NA,NA,NA,NA,0,NA,123354,42606,11248,6900,-100,-169,0,0,0,5702,-929,5702,20605,933.8768,941.4255,924.265,908.442,33.956,908.442,918.618,20.94,0,19024,0,0,679,NA,-65,284,NA,0,6900,0,16958,0,NA,10562,1694,NA,7333,2672,NA,NA,NA,NA,NA,0,40.11,40.11,7.47,7.47,40.43,7.51,7.51,40.43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,NA,118.95,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,37748,6900,6900,6900,6900,140312,NA,4353,5875,NA,NA,NA,1697,NA,NA,NA,104014,31358,19513,36319,40183,0,284,7155,4483,0,199856,76502,76502,0,0,0,0,0,-413,NA,NA,NA,6900,287,NA,0,NA,NA,NA,NA,40.11,40.43,7.47,9201,10895,7.51,NA,294.84,NA,NA,NA,9435,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,26889,16327,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,104,-169,4614,13453,8839,NA,104330,NA,104564,35323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35323,0,123354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,578,381,123354,141103,0,284,NA,NA,0,0,NA,3193,NA,16070,NA,16070,1290,2535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31900,NA,NA,NA,NA,10925,0,53,0,24428,0,0,0,0,0,0,0,0,0,0,0,1178,3823,"A",360224506.26
14593,20140131,500.60001,3188098,-0.107697,891989,-0.107697,-0.030047,"001690",20130930,2013,4,9,"INDL","C","D","STD","USD","2013Q3","2013Q4",0,-471,10335,73286,5146,133714,0,-175,0,0,0,132675,117117,22367,NA,NA,NA,5595,NA,NA,NA,NA,207000,0,NA,NA,NA,NA,NA,0,NA,123549,40546,14259,7512,65,-524,0,0,0,7275,222,7275,21818,925.331,931.662,909.131,899.213,10.438,899.213,904.163,21.98,0,19764,0,0,214,NA,-190,435,NA,0,7512,0,16960,0,NA,11922,1783,NA,7435,2625,NA,NA,NA,NA,NA,0,39.75,39.75,8.26,8.26,40.03,8.31,8.31,40.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37037,7512,7512,7512,7512,140509,NA,4179,5756,1081,0,683,1764,0,NA,NA,106215,26287,20091,43658,39793,0,435,6344,3719,0,207000,83451,83451,0,0,0,0,0,-191,NA,NA,NA,7512,196,NA,0,NA,NA,NA,NA,39.75,40.03,8.26,10030,11813,8.31,NA,294.84,NA,NA,NA,10143,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,28519,16597,0,0,0,0,0,0,0,0,0,0,0,479.01,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99,-105,7539,20641,13102,NA,103785,NA,104256,37472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37472,0,123549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,555,345,123549,138270,0,435,NA,NA,0,0,NA,3453,NA,16489,1141,16489,1200,2631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29628,NA,NA,NA,NA,11394,0,83,0,25659,0,0,0,0,0,0,0,0,0,0,0,1168,3841,"A",428699797.75
14593,20140228,526.23999,2111318,0.057311,891989,0.051219,0.046225,"001690",20130930,2013,4,9,"INDL","C","D","STD","USD","2013Q3","2013Q4",0,-471,10335,73286,5146,133714,0,-175,0,0,0,132675,117117,22367,NA,NA,NA,5595,NA,NA,NA,NA,207000,0,NA,NA,NA,NA,NA,0,NA,123549,40546,14259,7512,65,-524,0,0,0,7275,222,7275,21818,925.331,931.662,909.131,899.213,10.438,899.213,904.163,21.98,0,19764,0,0,214,NA,-190,435,NA,0,7512,0,16960,0,NA,11922,1783,NA,7435,2625,NA,NA,NA,NA,NA,0,39.75,39.75,8.26,8.26,40.03,8.31,8.31,40.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37037,7512,7512,7512,7512,140509,NA,4179,5756,1081,0,683,1764,0,NA,NA,106215,26287,20091,43658,39793,0,435,6344,3719,0,207000,83451,83451,0,0,0,0,0,-191,NA,NA,NA,7512,196,NA,0,NA,NA,NA,NA,39.75,40.03,8.26,10030,11813,8.31,NA,294.84,NA,NA,NA,10143,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,28519,16597,0,0,0,0,0,0,0,0,0,0,0,479.01,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99,-105,7539,20641,13102,NA,103785,NA,104256,37472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37472,0,123549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,555,345,123549,138270,0,435,NA,NA,0,0,NA,3453,NA,16489,1141,16489,1200,2631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29628,NA,NA,NA,NA,11394,0,83,0,25659,0,0,0,0,0,0,0,0,0,0,0,1168,3841,"A",428699797.75
14593,20140331,536.73999,1794860,0.019953,861745,0.019953,0.004544,"001690",20130930,2013,4,9,"INDL","C","D","STD","USD","2013Q3","2013Q4",0,-471,10335,73286,5146,133714,0,-175,0,0,0,132675,117117,22367,NA,NA,NA,5595,NA,NA,NA,NA,207000,0,NA,NA,NA,NA,NA,0,NA,123549,40546,14259,7512,65,-524,0,0,0,7275,222,7275,21818,925.331,931.662,909.131,899.213,10.438,899.213,904.163,21.98,0,19764,0,0,214,NA,-190,435,NA,0,7512,0,16960,0,NA,11922,1783,NA,7435,2625,NA,NA,NA,NA,NA,0,39.75,39.75,8.26,8.26,40.03,8.31,8.31,40.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37037,7512,7512,7512,7512,140509,NA,4179,5756,1081,0,683,1764,0,NA,NA,106215,26287,20091,43658,39793,0,435,6344,3719,0,207000,83451,83451,0,0,0,0,0,-191,NA,NA,NA,7512,196,NA,0,NA,NA,NA,NA,39.75,40.03,8.26,10030,11813,8.31,NA,294.84,NA,NA,NA,10143,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,28519,16597,0,0,0,0,0,0,0,0,0,0,0,479.01,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99,-105,7539,20641,13102,NA,103785,NA,104256,37472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37472,0,123549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,555,345,123549,138270,0,435,NA,NA,0,0,NA,3453,NA,16489,1141,16489,1200,2631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29628,NA,NA,NA,NA,11394,0,83,0,25659,0,0,0,0,0,0,0,0,0,0,0,1168,3841,"A",428699797.75
14593,20140430,590.09003,2299269,0.099396,861381,0.099396,0.001569,"001690",20131231,2014,1,9,"INDL","C","D","STD","USD","2013Q4","2014Q1",0,-306,12316,80347,5091,144837,0,110,0,0,0,144771,129349,29588,NA,NA,NA,6033,NA,NA,NA,NA,225184,0,NA,NA,NA,NA,NA,0,NA,129684,40711,14077,13072,-67,285,0,0,0,13237,-53,13237,33604,914.6205,920.2208,901.452,892.447,9.55,892.447,896.072,23.036,0,20559,0,0,366,NA,-2,267,NA,0,13072,0,16961,0,NA,13800,2144,NA,8357,3071,NA,NA,NA,NA,NA,0,40.32,40.32,14.5,14.5,40.57,14.59,14.59,40.57,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,-11.05,-11.05,-0.01,-0.01,-0.01,-0.01,-17,NA,NA,-17,NA,NA,37031,13072,13072,13072,13072,146645,NA,4105,6127,1599,0,523,2122,0,NA,NA,118131,26634,22098,53769,41731,0,267,6464,3393,0,225184,95500,95500,0,0,0,0,0,-244,NA,NA,NA,13072,330,NA,0,NA,NA,NA,NA,40.32,40.57,14.5,17463,19607,14.59,NA,333.26,NA,NA,NA,17709,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,29288,15488,0,0,0,0,0,0,0,0,0,0,0,523.51,0,0,0,0,NA,NA,NA,NA,0,0,0,0,94,-172,10998,25198,14200,NA,109125,NA,109431,57594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57594,0,129684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,681,416,129684,150804,0,267,NA,NA,0,0,NA,3742,NA,18306,NA,18306,2083,4637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26578,NA,NA,NA,NA,12266,0,84,0,37987,0,0,0,0,0,0,0,0,0,0,0,1330,4383,"A",500680633.78894
